iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-21T03:48:25.575782+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3361598,1397,272,1537,2025,6,50,1467668,9,490,73,0,1,,,,,,,,,,
2026-06-21T03:48:25.669075+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3361698,1398,279,1531,2031,3,50,1467724,9,490,76,0,2,,,,,,,,,,
2026-06-21T03:48:25.762644+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3361798,1398,280,1529,2031,1,50,1467779,9,490,75,0,1,,,,,,,,,,
2026-06-21T03:48:25.856236+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3361898,1395,281,1531,2035,4,50,1467835,9,490,76,0,2,,,,,,,,,,
2026-06-21T03:48:25.949545+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3361998,1396,275,1540,2033,2,50,1467891,9,490,74,0,2,,,,,,,,,,
2026-06-21T03:48:26.043251+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362098,1397,283,1526,2033,1,50,1467947,9,490,76,0,2,,,,,,,,,,
2026-06-21T03:48:26.136245+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362198,1396,278,1531,2030,4,50,1468003,9,490,75,0,2,,,,,,,,,,
2026-06-21T03:48:26.274861+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362298,1396,282,1529,2035,2,50,1468059,9,490,76,1,2,,,,,,,,,,
2026-06-21T03:48:26.367719+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362398,1397,281,1528,2031,1,50,1468115,9,490,76,0,2,,,,,,,,,,
2026-06-21T03:48:26.460425+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362498,1397,281,1527,2030,4,50,1468171,9,490,75,0,2,,,,,,,,,,
2026-06-21T03:48:26.553276+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362598,1398,277,1531,2028,2,50,1468227,9,490,76,0,2,,,,,,,,,,
2026-06-21T03:48:26.646224+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362698,1395,283,1526,2033,3,50,1468282,9,490,75,0,2,,,,,,,,,,
2026-06-21T03:48:26.740913+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362798,1397,275,1537,2030,5,50,1468338,9,490,75,0,2,,,,,,,,,,
2026-06-21T03:48:26.833575+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362898,1396,280,1531,2033,6,50,1468394,9,490,75,0,2,,,,,,,,,,
2026-06-21T03:48:26.926625+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3362998,1397,277,1534,2030,3,50,1468450,9,490,76,1,2,,,,,,,,,,
2026-06-21T03:48:27.068111+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3363098,1398,281,1526,2030,5,50,1468506,9,490,75,0,2,,,,,,,,,,
2026-06-21T03:48:27.164901+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3363198,1398,284,1524,2032,6,50,1468562,9,490,76,0,2,,,,,,,,,,
2026-06-21T03:48:27.257058+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3363298,1398,281,1526,2030,3,50,1468618,9,490,76,0,2,,,,,,,,,,
2026-06-21T03:48:27.349519+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3363398,1396,277,1535,2031,5,50,1468674,9,490,74,0,1,,,,,,,,,,
2026-06-21T03:48:27.443508+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3363498,1397,281,1527,2030,6,50,1468730,9,490,76,0,2,,,,,,,,,,
2026-06-21T03:48:27.537330+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3363598,1395,278,1532,2030,3,50,1468786,9,490,75,0,2,,,,,,,,,,
2026-06-21T03:48:27.629870+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3363698,1398,276,1534,2028,1,50,1468841,9,490,75,0,2,,,,,,,,,,
2026-06-21T03:48:27.724231+00:00,S031,commissioning_unmounted,false,drag,mild,1400,drag-mild_horizontal_no_load_1400rpm,3363798,1397,281,1529,2033,4,50,1468897,9,490,76,1,2,,,,,,,,,,
