iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-20T22:08:22.475347+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,75401,1104,266,1952,2555,3,0,19740,9,0,74,1,1,,,,,,,,,,
2026-06-20T22:08:22.567283+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,75501,1104,263,1954,2550,5,0,19784,9,0,75,0,3,,,,,,,,,,
2026-06-20T22:08:22.660769+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,75601,1104,266,1949,2553,6,0,19828,9,0,74,0,1,,,,,,,,,,
2026-06-20T22:08:22.753811+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,75701,1103,266,1951,2555,3,0,19872,9,0,75,1,2,,,,,,,,,,
2026-06-20T22:08:22.847324+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,75801,1104,263,1949,2545,5,0,19916,9,0,74,1,2,,,,,,,,,,
2026-06-20T22:08:22.940858+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,75901,1103,263,1954,2550,6,0,19960,9,0,74,1,2,,,,,,,,,,
2026-06-20T22:08:23.033365+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,76001,1103,261,1957,2550,3,0,20004,9,0,74,1,2,,,,,,,,,,
2026-06-20T22:08:23.174326+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,76101,1104,262,1957,2550,4,0,20049,9,0,74,1,2,,,,,,,,,,
2026-06-20T22:08:23.267663+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,76201,1103,264,1954,2553,2,0,20093,9,0,75,1,2,,,,,,,,,,
2026-06-20T22:08:23.363733+00:00,S015,commissioning_unmounted,false,healthy,none,1100,healthy_horizontal_no_load_1100rpm,76301,1103,262,1960,2555,1,0,20137,9,0,74,2,1,,,,,,,,,,
