iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-21T03:39:07.523306+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2801888,500,266,4329,5661,5,50,1280548,9,370,74,7,3,,,,,,,,,,
2026-06-21T03:39:07.615672+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2801988,500,257,4332,5618,6,50,1280568,9,370,74,11,1,,,,,,,,,,
2026-06-21T03:39:07.709197+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802088,500,257,4332,5618,3,50,1280588,9,370,74,11,1,,,,,,,,,,
2026-06-21T03:39:07.803346+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802188,500,256,4340,5624,5,50,1280608,9,370,74,5,3,,,,,,,,,,
2026-06-21T03:39:07.898182+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802288,499,259,4327,5627,6,50,1280628,9,370,74,9,3,,,,,,,,,,
2026-06-21T03:39:07.991438+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802388,500,256,4335,5616,3,50,1280648,9,370,74,5,2,,,,,,,,,,
2026-06-21T03:39:08.130391+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802488,499,252,4335,5597,5,50,1280668,9,370,74,8,2,,,,,,,,,,
2026-06-21T03:39:08.224970+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802588,499,255,4340,5618,6,50,1280688,9,370,73,5,3,,,,,,,,,,
2026-06-21T03:39:08.316973+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802688,499,255,4340,5618,3,50,1280708,9,370,73,5,3,,,,,,,,,,
2026-06-21T03:39:08.411577+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802788,500,253,4346,5613,5,50,1280728,9,370,73,2,1,,,,,,,,,,
2026-06-21T03:39:08.505682+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802888,499,254,4333,5608,6,50,1280748,9,370,74,9,2,,,,,,,,,,
2026-06-21T03:39:08.600694+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2802988,499,252,4350,5613,3,50,1280768,9,370,74,5,3,,,,,,,,,,
2026-06-21T03:39:08.692722+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2803088,501,265,4322,5645,5,50,1280788,9,370,74,5,3,,,,,,,,,,
2026-06-21T03:39:08.831830+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2803188,499,263,4327,5645,6,50,1280808,9,370,74,9,2,,,,,,,,,,
2026-06-21T03:39:08.925880+00:00,S029,commissioning_unmounted,false,phase_asymmetry,mild,500,phase_asymmetry-mild_horizontal_no_load_0500rpm,2803288,499,263,4327,5645,3,50,1280828,9,370,74,9,2,,,,,,,,,,
