iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-21T23:27:21.509834+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,74601,0,0,0,0,1,5,4,9,0,0,0,0,,,,,,,,,,
2026-06-21T23:27:21.602587+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,74701,0,0,0,0,1,5,4,9,0,0,0,0,,,,,,,,,,
2026-06-21T23:27:21.696512+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,74801,0,0,0,0,1,5,4,9,0,0,0,0,,,,,,,,,,
2026-06-21T23:27:21.790567+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,74901,0,0,0,0,1,5,22,9,0,0,0,0,,,,,,,,,,
2026-06-21T23:27:21.896330+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75001,646,247,3351,4308,4,5,48,9,0,74,8,5,,,,,,,,,,
2026-06-21T23:27:21.987899+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75101,646,267,3337,4371,2,5,74,9,0,74,15,3,,,,,,,,,,
2026-06-21T23:27:22.081687+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75201,647,261,3324,4332,3,5,99,9,0,74,14,3,,,,,,,,,,
2026-06-21T23:27:22.174462+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75301,646,257,3343,4337,5,5,125,9,0,75,15,1,,,,,,,,,,
2026-06-21T23:27:22.266958+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75401,683,485,2529,4304,5,5,161,9,0,128,89,30,,,,,,,,,,
2026-06-21T23:27:22.408885+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75501,1678,280,1269,1686,3,5,225,9,0,80,25,4,,,,,,,,,,
2026-06-21T23:27:22.503366+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75601,1944,295,1088,1468,4,5,300,9,0,78,10,0,,,,,,,,,,
2026-06-21T23:27:22.596366+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75701,2082,296,1020,1376,5,5,383,9,0,78,5,1,,,,,,,,,,
2026-06-21T23:27:22.688791+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75801,2176,301,970,1316,2,5,470,9,0,79,3,2,,,,,,,,,,
2026-06-21T23:27:22.783071+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,75901,2223,305,947,1290,4,5,558,9,0,78,1,2,,,,,,,,,,
2026-06-21T23:27:22.876242+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,76001,2243,308,936,1280,4,5,648,9,0,79,1,2,,,,,,,,,,
2026-06-21T23:27:22.967046+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,76101,2250,309,933,1277,4,5,738,9,0,81,0,3,,,,,,,,,,
2026-06-21T23:27:23.105715+00:00,S033,commissioning_unmounted,false,phase_asymmetry,mild,2310,phase_asymmetry-mild_horizontal_no_load_2310rpm,76201,2255,309,931,1274,4,5,828,9,0,78,0,1,,,,,,,,,,
